dataset,region,category,met,n,weight_nominal:sumw,weight_nominal:sumw2
WJetsToLNu_HT-100To200,6,3.01,"[1800.0, 1900.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[1900.0, 2000.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[2000.0, inf)",0,,
WJetsToLNu_HT-1200To2500,6,3.01,"[-inf, 200.0)",0,,
WJetsToLNu_HT-1200To2500,6,3.01,"[200.0, 300.0)",31384,69.59075435782086,0.1754886023639746
WJetsToLNu_HT-1200To2500,6,3.01,"[300.0, 400.0)",20604,43.122432270197116,0.10407042901105559
WJetsToLNu_HT-1200To2500,6,3.01,"[400.0, 500.0)",11344,21.702909817438048,0.04848330504448772
WJetsToLNu_HT-1200To2500,6,3.01,"[500.0, 600.0)",6544,11.513887975194848,0.023748055246123705
WJetsToLNu_HT-1200To2500,6,3.01,"[600.0, 700.0)",3907,6.309281614647956,0.011948387233293535
WJetsToLNu_HT-1200To2500,6,3.01,"[700.0, 800.0)",2431,3.66069996912332,0.006556555671965003
WJetsToLNu_HT-1200To2500,6,3.01,"[800.0, 900.0)",1655,2.2482696787581116,0.003690738994809732
WJetsToLNu_HT-1200To2500,6,3.01,"[900.0, 1000.0)",1201,1.587379140947701,0.002439423547234263
WJetsToLNu_HT-1200To2500,6,3.01,"[1000.0, 1100.0)",877,1.0792039406907603,0.0016340225975136308
WJetsToLNu_HT-1200To2500,6,3.01,"[1100.0, 1200.0)",646,0.8046039795821602,0.0011616390169997455
WJetsToLNu_HT-1200To2500,6,3.01,"[1200.0, 1300.0)",416,0.5035011249406476,0.0007342934082938569
WJetsToLNu_HT-1200To2500,6,3.01,"[1300.0, 1400.0)",226,0.27810154571801055,0.00038951883477400165
WJetsToLNu_HT-1200To2500,6,3.01,"[1400.0, 1500.0)",148,0.17417951047639813,0.00024402210956972755
WJetsToLNu_HT-1200To2500,6,3.01,"[1500.0, 1600.0)",70,0.09563881691309442,0.00013662977654892752
WJetsToLNu_HT-1200To2500,6,3.01,"[1600.0, 1700.0)",40,0.03953794744373872,6.0390812975023845e-05
WJetsToLNu_HT-1200To2500,6,3.01,"[1700.0, 1800.0)",28,0.02640317314896133,4.275943633787995e-05
WJetsToLNu_HT-1200To2500,6,3.01,"[1800.0, 1900.0)",17,0.019051584609185348,2.5921285940762453e-05
WJetsToLNu_HT-1200To2500,6,3.01,"[1900.0, 2000.0)",7,0.008844499728248049,1.3127286723811004e-05
WJetsToLNu_HT-1200To2500,6,3.01,"[2000.0, inf)",5,0.006402295869696713,8.523156469859001e-06
WJetsToLNu_HT-200To400,6,3.01,"[-inf, 200.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[200.0, 300.0)",7528,6635.42024708794,6559.457043224808
WJetsToLNu_HT-200To400,6,3.01,"[300.0, 400.0)",866,693.3616633204953,624.6127152883237
WJetsToLNu_HT-200To400,6,3.01,"[400.0, 500.0)",17,10.64537962710075,8.635398061321524
WJetsToLNu_HT-200To400,6,3.01,"[500.0, 600.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[600.0, 700.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[700.0, 800.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[800.0, 900.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[900.0, 1000.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1000.0, 1100.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1100.0, 1200.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1200.0, 1300.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1300.0, 1400.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1400.0, 1500.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1500.0, 1600.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1600.0, 1700.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1700.0, 1800.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1800.0, 1900.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1900.0, 2000.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[2000.0, inf)",0,,
WJetsToLNu_HT-2500ToInf,6,3.01,"[-inf, 200.0)",0,,
WJetsToLNu_HT-2500ToInf,6,3.01,"[200.0, 300.0)",37610,0.5805664721985877,1.0874449870588035e-05
WJetsToLNu_HT-2500ToInf,6,3.01,"[300.0, 400.0)",29135,0.4323718709402882,7.946151919870955e-06
WJetsToLNu_HT-2500ToInf,6,3.01,"[400.0, 500.0)",17472,0.23856261293506764,4.12910017910403e-06
WJetsToLNu_HT-2500ToInf,6,3.01,"[500.0, 600.0)",10804,0.13422718918229795,2.1799753344936834e-06
WJetsToLNu_HT-2500ToInf,6,3.01,"[600.0, 700.0)",6893,0.0799213736165482,1.2167963149782681e-06
WJetsToLNu_HT-2500ToInf,6,3.01,"[700.0, 800.0)",4484,0.04864297568165056,6.95191956393065e-07
WJetsToLNu_HT-2500ToInf,6,3.01,"[800.0, 900.0)",3049,0.02972947693821757,3.9422979243040777e-07
WJetsToLNu_HT-2500ToInf,6,3.01,"[900.0, 1000.0)",1962,0.018425815482328387,2.3734279599224045e-07
WJetsToLNu_HT-2500ToInf,6,3.01,"[1000.0, 1100.0)",1487,0.013552084110123248,1.7549475451151206e-07
WJetsToLNu_HT-2500ToInf,6,3.01,"[1100.0, 1200.0)",1042,0.00928103558832757,1.1806345626912271e-07
WJetsToLNu_HT-2500ToInf,6,3.01,"[1200.0, 1300.0)",780,0.006950596294301575,8.566265193568178e-08
WJetsToLNu_HT-2500ToInf,6,3.01,"[1300.0, 1400.0)",565,0.005055423057051093,6.295573369529649e-08
WJetsToLNu_HT-2500ToInf,6,3.01,"[1400.0, 1500.0)",381,0.0033226513888832887,4.318887784891572e-08
WJetsToLNu_HT-2500ToInf,6,3.01,"[1500.0, 1600.0)",280,0.002399250793272765,2.988130137676598e-08
WJetsToLNu_HT-2500ToInf,6,3.01,"[1600.0, 1700.0)",199,0.001578412028844832,2.0485618843856782e-08
WJetsToLNu_HT-2500ToInf,6,3.01,"[1700.0, 1800.0)",158,0.001239254456542068,1.6063496860838935e-08
WJetsToLNu_HT-2500ToInf,6,3.01,"[1800.0, 1900.0)",121,0.0008901489086882393,1.1533781813529655e-08
WJetsToLNu_HT-2500ToInf,6,3.01,"[1900.0, 2000.0)",97,0.0007247680045378728,1.043345959082409e-08
WJetsToLNu_HT-2500ToInf,6,3.01,"[2000.0, inf)",278,0.0019894898330939134,2.5497190828704072e-08
WJetsToLNu_HT-400To600,6,3.01,"[-inf, 200.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[200.0, 300.0)",16027,2880.1077138067535,583.793800781199
WJetsToLNu_HT-400To600,6,3.01,"[300.0, 400.0)",9860,1528.8721621799175,270.0520802631334
WJetsToLNu_HT-400To600,6,3.01,"[400.0, 500.0)",2815,399.08853014222666,64.95161764278089
WJetsToLNu_HT-400To600,6,3.01,"[500.0, 600.0)",334,42.59806532885705,6.656931566003286
WJetsToLNu_HT-400To600,6,3.01,"[600.0, 700.0)",15,2.1169367337419187,0.3255007493608501
WJetsToLNu_HT-400To600,6,3.01,"[700.0, 800.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[800.0, 900.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[900.0, 1000.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[1000.0, 1100.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[1100.0, 1200.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[1200.0, 1300.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[1300.0, 1400.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[1400.0, 1500.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[1500.0, 1600.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[1600.0, 1700.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[1700.0, 1800.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[1800.0, 1900.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[1900.0, 2000.0)",0,,
WJetsToLNu_HT-400To600,6,3.01,"[2000.0, inf)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[-inf, 200.0)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[200.0, 300.0)",22947,558.3281767185904,15.402235110744007
WJetsToLNu_HT-600To800,6,3.01,"[300.0, 400.0)",14061,304.3508915175575,7.470709265434349
WJetsToLNu_HT-600To800,6,3.01,"[400.0, 500.0)",8584,174.87862871361116,4.071536743086005
WJetsToLNu_HT-600To800,6,3.01,"[500.0, 600.0)",5612,108.0436683898224,2.37909935454279
WJetsToLNu_HT-600To800,6,3.01,"[600.0, 700.0)",1996,36.81674614472398,0.7697072951338134
WJetsToLNu_HT-600To800,6,3.01,"[700.0, 800.0)",292,5.330681528481148,0.1109510039332429
WJetsToLNu_HT-600To800,6,3.01,"[800.0, 900.0)",7,0.09923658550540994,0.0015974713492721779
WJetsToLNu_HT-600To800,6,3.01,"[900.0, 1000.0)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[1000.0, 1100.0)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[1100.0, 1200.0)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[1200.0, 1300.0)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[1300.0, 1400.0)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[1400.0, 1500.0)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[1500.0, 1600.0)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[1600.0, 1700.0)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[1700.0, 1800.0)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[1800.0, 1900.0)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[1900.0, 2000.0)",0,,
WJetsToLNu_HT-600To800,6,3.01,"[2000.0, inf)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[-inf, 200.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[200.0, 300.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[300.0, 400.0)",2,6.208349014370249,19.271839168590063
WJetsToLNu_HT-70To100,6,3.01,"[400.0, 500.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[500.0, 600.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[600.0, 700.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[700.0, 800.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[800.0, 900.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[900.0, 1000.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[1000.0, 1100.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[1100.0, 1200.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[1200.0, 1300.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[1300.0, 1400.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[1400.0, 1500.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[1500.0, 1600.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[1600.0, 1700.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[1700.0, 1800.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[1800.0, 1900.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[1900.0, 2000.0)",0,,
WJetsToLNu_HT-70To100,6,3.01,"[2000.0, inf)",0,,
WJetsToLNu_HT-800To1200,6,3.01,"[-inf, 200.0)",0,,
WJetsToLNu_HT-800To1200,6,3.01,"[200.0, 300.0)",23079,265.113682613168,3.434345892283802
WJetsToLNu_HT-800To1200,6,3.01,"[300.0, 400.0)",14201,150.50070323072748,1.830473992818232
WJetsToLNu_HT-800To1200,6,3.01,"[400.0, 500.0)",7548,73.92982822013462,0.8304489233228827
WJetsToLNu_HT-800To1200,6,3.01,"[500.0, 600.0)",4372,39.47545446651824,0.4082243901491274
WJetsToLNu_HT-800To1200,6,3.01,"[600.0, 700.0)",3148,26.019422334062902,0.24738418796355258
WJetsToLNu_HT-800To1200,6,3.01,"[700.0, 800.0)",2233,17.760103481700693,0.16339011556449903
WJetsToLNu_HT-800To1200,6,3.01,"[800.0, 900.0)",1113,8.071623057750722,0.0673144895823319
WJetsToLNu_HT-800To1200,6,3.01,"[900.0, 1000.0)",501,3.483075703491819,0.02833847780353984
WJetsToLNu_HT-800To1200,6,3.01,"[1000.0, 1100.0)",194,1.3111927794052995,0.010264836361898596
WJetsToLNu_HT-800To1200,6,3.01,"[1100.0, 1200.0)",32,0.2151923023207068,0.0015742334047897841
WJetsToLNu_HT-800To1200,6,3.01,"[1200.0, 1300.0)",2,0.018375293902264455,0.00017013096131423923
WJetsToLNu_HT-800To1200,6,3.01,"[1300.0, 1400.0)",0,,
WJetsToLNu_HT-800To1200,6,3.01,"[1400.0, 1500.0)",0,,
WJetsToLNu_HT-800To1200,6,3.01,"[1500.0, 1600.0)",0,,
WJetsToLNu_HT-800To1200,6,3.01,"[1600.0, 1700.0)",0,,
WJetsToLNu_HT-800To1200,6,3.01,"[1700.0, 1800.0)",0,,
WJetsToLNu_HT-800To1200,6,3.01,"[1800.0, 1900.0)",0,,
WJetsToLNu_HT-800To1200,6,3.01,"[1900.0, 2000.0)",0,,
WJetsToLNu_HT-800To1200,6,3.01,"[2000.0, inf)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[-inf, 200.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[200.0, 300.0)",1,0.13258545897135973,0.017578903930646116
ZJetsToNuNu_HT-100To200,6,3.01,"[300.0, 400.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[400.0, 500.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[500.0, 600.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[600.0, 700.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[700.0, 800.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[800.0, 900.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[900.0, 1000.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[1000.0, 1100.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[1100.0, 1200.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[1200.0, 1300.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[1300.0, 1400.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[1400.0, 1500.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[1500.0, 1600.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[1600.0, 1700.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[1700.0, 1800.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[1800.0, 1900.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[1900.0, 2000.0)",0,,
ZJetsToNuNu_HT-100To200,6,3.01,"[2000.0, inf)",0,,
ZJetsToNuNu_HT-1200To2500,6,3.01,"[-inf, 200.0)",0,,
ZJetsToNuNu_HT-1200To2500,6,3.01,"[200.0, 300.0)",1522,53.15154805535194,2.1196389973782557
ZJetsToNuNu_HT-1200To2500,6,3.01,"[300.0, 400.0)",1125,38.5040000388514,1.4926162202867719
ZJetsToNuNu_HT-1200To2500,6,3.01,"[400.0, 500.0)",720,23.223779402140913,0.8564285404716308
ZJetsToNuNu_HT-1200To2500,6,3.01,"[500.0, 600.0)",452,12.964710566732071,0.43594102058466333
ZJetsToNuNu_HT-1200To2500,6,3.01,"[600.0, 700.0)",304,8.457657555268229,0.27141304665027666
ZJetsToNuNu_HT-1200To2500,6,3.01,"[700.0, 800.0)",173,4.584723342190071,0.14077631816726666
ZJetsToNuNu_HT-1200To2500,6,3.01,"[800.0, 900.0)",114,2.6852154271743185,0.07305229406270879
ZJetsToNuNu_HT-1200To2500,6,3.01,"[900.0, 1000.0)",98,2.0952669483066715,0.05242747661993319
ZJetsToNuNu_HT-1200To2500,6,3.01,"[1000.0, 1100.0)",79,1.6799781145931854,0.039913508089406156
ZJetsToNuNu_HT-1200To2500,6,3.01,"[1100.0, 1200.0)",46,0.9380201382585375,0.02239016257652242
ZJetsToNuNu_HT-1200To2500,6,3.01,"[1200.0, 1300.0)",37,0.709322605774154,0.01938970939362677
ZJetsToNuNu_HT-1200To2500,6,3.01,"[1300.0, 1400.0)",21,0.4078849077456145,0.008872556016011807
ZJetsToNuNu_HT-1200To2500,6,3.01,"[1400.0, 1500.0)",17,0.34314441903998044,0.007919996747684076
ZJetsToNuNu_HT-1200To2500,6,3.01,"[1500.0, 1600.0)",11,0.24041543965826692,0.005476213256149237
ZJetsToNuNu_HT-1200To2500,6,3.01,"[1600.0, 1700.0)",9,0.19123339979140527,0.004512202470120698
ZJetsToNuNu_HT-1200To2500,6,3.01,"[1700.0, 1800.0)",5,0.06266809116381442,0.0024859065073082926
ZJetsToNuNu_HT-1200To2500,6,3.01,"[1800.0, 1900.0)",0,,
ZJetsToNuNu_HT-1200To2500,6,3.01,"[1900.0, 2000.0)",0,,
ZJetsToNuNu_HT-1200To2500,6,3.01,"[2000.0, inf)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[-inf, 200.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[200.0, 300.0)",17442,4501.559826763937,1355.9539461673526
ZJetsToNuNu_HT-200To400,6,3.01,"[300.0, 400.0)",1845,443.3577058128496,126.89032906705557
ZJetsToNuNu_HT-200To400,6,3.01,"[400.0, 500.0)",26,4.909290906709276,1.135822931993325
ZJetsToNuNu_HT-200To400,6,3.01,"[500.0, 600.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[600.0, 700.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[700.0, 800.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[800.0, 900.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[900.0, 1000.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1000.0, 1100.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1100.0, 1200.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1200.0, 1300.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1300.0, 1400.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1400.0, 1500.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1500.0, 1600.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1600.0, 1700.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1700.0, 1800.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1800.0, 1900.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[1900.0, 2000.0)",0,,
ZJetsToNuNu_HT-200To400,6,3.01,"[2000.0, inf)",0,,
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[-inf, 200.0)",0,,
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[200.0, 300.0)",38,1.1078750226390932,0.036494572742145986
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[300.0, 400.0)",36,0.967950475211801,0.029677607140945746
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[400.0, 500.0)",25,0.6120582987029335,0.019516892654799625
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[500.0, 600.0)",16,0.2878213678221262,0.010456190430794167
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[600.0, 700.0)",13,0.254862932097613,0.00781253557990175
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[700.0, 800.0)",5,0.07044217491723695,0.0028083790528722155
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[800.0, 900.0)",5,0.10655669061450906,0.0023611883556682585
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[900.0, 1000.0)",4,0.07993561309146582,0.001612513975267657
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1000.0, 1100.0)",1,0.0007925873217306585,6.281946625681784e-07
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1100.0, 1200.0)",4,0.06748207785734113,0.0012094105203812892
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1200.0, 1300.0)",1,0.02038327728700794,0.00041547799295905383
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1300.0, 1400.0)",1,-0.021719299627110205,0.0004717279762921895
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1400.0, 1500.0)",2,0.03852222657146927,0.0007947281831735331
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1500.0, 1600.0)",0,,
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1600.0, 1700.0)",0,,
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1700.0, 1800.0)",0,,
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1800.0, 1900.0)",1,0.020664904559363574,0.00042703828044760554
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[1900.0, 2000.0)",0,,
ZJetsToNuNu_HT-2500ToInf,6,3.01,"[2000.0, inf)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[-inf, 200.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[200.0, 300.0)",37955,2548.7444679534,191.64124902548684
ZJetsToNuNu_HT-400To600,6,3.01,"[300.0, 400.0)",23388,1359.4148769480018,89.73311561100859
ZJetsToNuNu_HT-400To600,6,3.01,"[400.0, 500.0)",6434,320.75330699194325,18.174263677718884
ZJetsToNuNu_HT-400To600,6,3.01,"[500.0, 600.0)",754,35.76676301039121,1.9389139453072093
ZJetsToNuNu_HT-400To600,6,3.01,"[600.0, 700.0)",20,0.7804129456423493,0.03853333520995044
ZJetsToNuNu_HT-400To600,6,3.01,"[700.0, 800.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[800.0, 900.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[900.0, 1000.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1000.0, 1100.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1100.0, 1200.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1200.0, 1300.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1300.0, 1400.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1400.0, 1500.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1500.0, 1600.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1600.0, 1700.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1700.0, 1800.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1800.0, 1900.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[1900.0, 2000.0)",0,,
ZJetsToNuNu_HT-400To600,6,3.01,"[2000.0, inf)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[-inf, 200.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[200.0, 300.0)",20721,487.9099100113954,12.980954208988054
ZJetsToNuNu_HT-600To800,6,3.01,"[300.0, 400.0)",14618,311.8595000904603,7.498706182338696
ZJetsToNuNu_HT-600To800,6,3.01,"[400.0, 500.0)",9637,194.89325648215515,4.459236473807183
ZJetsToNuNu_HT-600To800,6,3.01,"[500.0, 600.0)",6022,110.19940257272644,2.294758179314158
ZJetsToNuNu_HT-600To800,6,3.01,"[600.0, 700.0)",2154,35.216296107547365,0.6537126717345254
ZJetsToNuNu_HT-600To800,6,3.01,"[700.0, 800.0)",294,4.589668941047232,0.08171112849231334
ZJetsToNuNu_HT-600To800,6,3.01,"[800.0, 900.0)",16,0.23479773750389438,0.0038367129090789223
ZJetsToNuNu_HT-600To800,6,3.01,"[900.0, 1000.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1000.0, 1100.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1100.0, 1200.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1200.0, 1300.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1300.0, 1400.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1400.0, 1500.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1500.0, 1600.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1600.0, 1700.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1700.0, 1800.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1800.0, 1900.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[1900.0, 2000.0)",0,,
ZJetsToNuNu_HT-600To800,6,3.01,"[2000.0, inf)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[-inf, 200.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[200.0, 300.0)",8222,226.8146239878128,7.2304305633773165
ZJetsToNuNu_HT-800To1200,6,3.01,"[300.0, 400.0)",5790,148.14172675013077,4.446074204375406
ZJetsToNuNu_HT-800To1200,6,3.01,"[400.0, 500.0)",3454,80.87329338136782,2.2348512496973303
ZJetsToNuNu_HT-800To1200,6,3.01,"[500.0, 600.0)",2134,45.271638740051685,1.1315583259868913
ZJetsToNuNu_HT-800To1200,6,3.01,"[600.0, 700.0)",1541,30.27437220915874,0.7106407857235932
ZJetsToNuNu_HT-800To1200,6,3.01,"[700.0, 800.0)",1155,21.752761782411667,0.481466876911785
ZJetsToNuNu_HT-800To1200,6,3.01,"[800.0, 900.0)",591,10.134870395010672,0.20453476113620087
ZJetsToNuNu_HT-800To1200,6,3.01,"[900.0, 1000.0)",234,3.7221030799580106,0.07072562078257882
ZJetsToNuNu_HT-800To1200,6,3.01,"[1000.0, 1100.0)",105,1.6009174779637665,0.028933678803271926
ZJetsToNuNu_HT-800To1200,6,3.01,"[1100.0, 1200.0)",18,0.2882791207901428,0.00522141171886269
ZJetsToNuNu_HT-800To1200,6,3.01,"[1200.0, 1300.0)",4,0.05522189874166471,0.0009310224000470666
ZJetsToNuNu_HT-800To1200,6,3.01,"[1300.0, 1400.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[1400.0, 1500.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[1500.0, 1600.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[1600.0, 1700.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[1700.0, 1800.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[1800.0, 1900.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[1900.0, 2000.0)",0,,
ZJetsToNuNu_HT-800To1200,6,3.01,"[2000.0, inf)",0,,
VBF125,6,3.01,"[-inf, 200.0)",0,,
VBF125,6,3.01,"[200.0, 300.0)",171,27.155060618396863,4.841958719793024
VBF125,6,3.01,"[300.0, 400.0)",70,11.12286082109649,2.0004373779286047
VBF125,6,3.01,"[400.0, 500.0)",13,2.383966145066472,0.48014214424311236
VBF125,6,3.01,"[500.0, 600.0)",8,1.275901296171521,0.22616749362929808
VBF125,6,3.01,"[600.0, 700.0)",3,0.4629077709819971,0.07434383730072523
VBF125,6,3.01,"[700.0, 800.0)",1,0.14046508161481777,0.01973043915305742
VBF125,6,3.01,"[800.0, 900.0)",1,0.1770166986948616,0.03133491161682743
VBF125,6,3.01,"[900.0, 1000.0)",0,,
VBF125,6,3.01,"[1000.0, 1100.0)",0,,
